time_s,cumulative_co2_engine1_t,cumulative_co2_engine2_t,cumulative_co2_engine3_t
4219.43,1.82,1.52,0.56
4229.45,1.83,1.52,0.561
4239.48,1.83,1.53,0.563
4249.5,1.84,1.53,0.565
4259.52,1.84,1.54,0.567
4269.54,1.85,1.54,0.569
4279.56,1.85,1.55,0.571
4289.59,1.86,1.55,0.573
4299.61,1.86,1.56,0.575
4309.63,1.87,1.56,0.577
4319.65,1.87,1.57,0.579
4329.68,1.88,1.57,0.581
4339.7,1.88,1.58,0.583
4349.72,1.89,1.58,0.584
4359.74,1.89,1.59,0.586
4369.77,1.9,1.59,0.588
4379.79,1.9,1.6,0.59
4389.81,1.91,1.6,0.592
4399.83,1.91,1.61,0.594
4409.86,1.92,1.61,0.596
4419.88,1.92,1.62,0.598
4429.9,1.93,1.62,0.6
4439.92,1.93,1.63,0.602
4449.95,1.94,1.63,0.604
4459.97,1.94,1.64,0.606
4469.99,1.95,1.64,0.608
4480.01,1.95,1.65,0.609
4490.04,1.96,1.65,0.611
4500.06,1.96,1.66,0.613
4510.08,1.97,1.66,0.615
4520.1,1.97,1.67,0.617
4530.12,1.98,1.67,0.619
4540.15,1.98,1.68,0.621
4550.17,1.99,1.68,0.623
4560.19,1.99,1.69,0.625
4570.21,2.0,1.7,0.627
4580.24,2.0,1.7,0.629
4590.26,2.01,1.71,0.631
4600.28,2.01,1.71,0.632
4610.3,2.02,1.72,0.634
4620.33,2.02,1.72,0.636
4630.35,2.03,1.73,0.638
4640.37,2.03,1.73,0.64
4650.39,2.04,1.74,0.642
4660.42,2.04,1.74,0.644
4670.44,2.05,1.75,0.646
4680.46,2.05,1.75,0.648
4690.48,2.06,1.76,0.65
4700.51,2.06,1.76,0.652
4710.53,2.07,1.77,0.654
4720.55,2.08,1.77,0.656
4730.57,2.08,1.78,0.657
4740.6,2.09,1.78,0.659
4750.62,2.09,1.79,0.661
4760.64,2.1,1.79,0.663
4770.66,2.1,1.8,0.665
4780.68,2.11,1.8,0.667
4790.71,2.11,1.81,0.669
4800.73,2.12,1.81,0.671
4810.75,2.12,1.82,0.673
4820.77,2.13,1.82,0.675
4830.8,2.13,1.83,0.677
4840.82,2.14,1.83,0.679
4850.84,2.14,1.84,0.681
4860.86,2.15,1.84,0.682
4870.89,2.15,1.85,0.684
4880.91,2.16,1.85,0.686
4890.93,2.16,1.86,0.688
4900.95,2.17,1.86,0.69
4910.98,2.17,1.87,0.692
4921.0,2.18,1.87,0.694
4931.02,2.18,1.88,0.696
4941.04,2.19,1.88,0.698
4951.07,2.19,1.89,0.7
4961.09,2.2,1.89,0.702
4971.11,2.2,1.9,0.704
4981.13,2.21,1.9,0.705
4991.16,2.21,1.91,0.707
5001.18,2.22,1.91,0.709
5011.2,2.22,1.92,0.711
5021.22,2.23,1.92,0.713
5031.24,2.23,1.93,0.715
5041.27,2.24,1.93,0.717
5051.29,2.24,1.94,0.719
5061.31,2.25,1.94,0.721
5071.33,2.25,1.95,0.723
5081.36,2.26,1.96,0.725
5091.38,2.26,1.96,0.727
5101.4,2.27,1.97,0.729
5111.42,2.27,1.97,0.73
5121.45,2.28,1.98,0.732
5131.47,2.28,1.98,0.734
5141.49,2.29,1.99,0.736
5151.51,2.29,1.99,0.738
5161.54,2.3,2.0,0.74
5171.56,2.3,2.0,0.742
5181.58,2.31,2.01,0.744
5191.6,2.31,2.01,0.746
5201.63,2.32,2.02,0.748
5211.65,2.33,2.02,0.75
5221.67,2.33,2.03,0.752
5231.69,2.34,2.03,0.753
5241.72,2.34,2.04,0.755
5251.74,2.35,2.04,0.757
5261.76,2.35,2.05,0.759
5271.78,2.36,2.05,0.761
5281.8,2.36,2.06,0.763
5291.83,2.37,2.06,0.765
5301.85,2.37,2.07,0.767
5311.87,2.38,2.07,0.769
5321.89,2.38,2.08,0.771
5331.92,2.39,2.08,0.773
5341.94,2.39,2.09,0.775
5351.96,2.4,2.09,0.777
5361.98,2.4,2.1,0.778
5372.01,2.41,2.1,0.78
5382.03,2.41,2.11,0.782
5392.05,2.42,2.11,0.784
5402.07,2.42,2.12,0.786
5412.1,2.43,2.12,0.788
5422.12,2.43,2.13,0.79
5432.14,2.44,2.13,0.792
5442.16,2.44,2.14,0.794
5452.19,2.45,2.14,0.796
5462.21,2.45,2.15,0.798
5472.23,2.46,2.15,0.8
5482.25,2.46,2.16,0.802
5492.28,2.47,2.16,0.803
5502.3,2.47,2.17,0.805
5512.32,2.48,2.17,0.807
5522.34,2.48,2.18,0.809
5532.36,2.49,2.18,0.811
5542.39,2.49,2.19,0.813
5552.41,2.5,2.19,0.815
5562.43,2.5,2.2,0.817
5572.45,2.51,2.2,0.819
5582.48,2.51,2.21,0.821
5592.5,2.52,2.22,0.823
5602.52,2.52,2.22,0.825
5612.54,2.53,2.23,0.826
5622.57,2.53,2.23,0.828
5632.59,2.54,2.24,0.83
5642.61,2.54,2.24,0.832
5652.63,2.55,2.25,0.834
5662.66,2.55,2.25,0.836
5672.68,2.56,2.26,0.838
5682.7,2.56,2.26,0.84
5692.72,2.57,2.27,0.842
5702.75,2.57,2.27,0.844
5712.77,2.58,2.28,0.846
