time_s,cumulative_fuel_engine1_t,cumulative_fuel_engine2_t,cumulative_fuel_engine3_t
53449.5,7.23,5.41,2.04
53459.5,7.23,5.41,2.04
53469.5,7.23,5.41,2.04
53479.5,7.23,5.41,2.04
53489.5,7.23,5.41,2.04
53499.6,7.23,5.41,2.04
53509.6,7.24,5.41,2.04
53519.6,7.24,5.41,2.04
53529.6,7.24,5.41,2.04
53539.7,7.24,5.41,2.04
53549.7,7.24,5.41,2.04
53559.7,7.24,5.41,2.04
53569.7,7.24,5.41,2.04
53579.8,7.24,5.41,2.04
53589.8,7.24,5.41,2.04
53599.8,7.24,5.41,2.04
53609.8,7.25,5.41,2.04
53619.8,7.25,5.41,2.04
53629.9,7.25,5.41,2.04
53639.9,7.25,5.41,2.04
53649.9,7.25,5.41,2.04
53659.9,7.25,5.41,2.04
53670.0,7.25,5.41,2.04
53680.0,7.25,5.41,2.04
53690.0,7.25,5.41,2.04
53700.0,7.25,5.41,2.04
53710.0,7.25,5.41,2.04
53720.1,7.26,5.41,2.04
53730.1,7.26,5.41,2.04
53740.1,7.26,5.41,2.04
53750.1,7.26,5.41,2.04
53760.2,7.26,5.41,2.04
53770.2,7.26,5.41,2.04
53780.2,7.26,5.41,2.04
53790.2,7.26,5.41,2.04
53800.2,7.26,5.41,2.04
53810.3,7.26,5.41,2.04
53820.3,7.26,5.41,2.04
53830.3,7.27,5.41,2.04
53840.3,7.27,5.41,2.04
53850.4,7.27,5.41,2.04
53860.4,7.27,5.41,2.04
53870.4,7.27,5.41,2.04
53880.4,7.27,5.41,2.04
53890.4,7.27,5.41,2.04
53900.5,7.27,5.41,2.04
53910.5,7.27,5.41,2.04
53920.5,7.27,5.41,2.04
53930.5,7.27,5.41,2.04
53940.6,7.28,5.41,2.04
53950.6,7.28,5.41,2.04
53960.6,7.28,5.41,2.04
53970.6,7.28,5.41,2.04
53980.6,7.28,5.41,2.04
53990.7,7.28,5.41,2.04
54000.7,7.28,5.41,2.04
54010.7,7.28,5.41,2.04
54020.7,7.28,5.41,2.04
54030.8,7.28,5.41,2.04
54040.8,7.28,5.41,2.04
54050.8,7.29,5.41,2.04
54060.8,7.29,5.41,2.04
54070.8,7.29,5.41,2.04
54080.9,7.29,5.41,2.04
54090.9,7.29,5.41,2.04
54100.9,7.29,5.41,2.04
54110.9,7.29,5.41,2.04
54121.0,7.29,5.41,2.04
54131.0,7.29,5.41,2.04
54141.0,7.29,5.41,2.04
54151.0,7.29,5.41,2.04
54161.0,7.3,5.41,2.04
54171.1,7.3,5.41,2.04
54181.1,7.3,5.41,2.04
54191.1,7.3,5.41,2.04
54201.1,7.3,5.41,2.04
54211.2,7.3,5.41,2.04
54221.2,7.3,5.41,2.04
54231.2,7.3,5.41,2.04
54241.2,7.3,5.41,2.04
54251.3,7.3,5.41,2.04
54261.3,7.31,5.41,2.04
54271.3,7.31,5.41,2.04
54281.3,7.31,5.41,2.04
54291.3,7.31,5.41,2.04
54301.4,7.31,5.41,2.04
54311.4,7.31,5.41,2.04
54321.4,7.31,5.41,2.04
54331.4,7.31,5.41,2.04
54341.5,7.31,5.41,2.04
54351.5,7.31,5.41,2.04
54361.5,7.31,5.41,2.04
54371.5,7.32,5.41,2.04
54381.5,7.32,5.41,2.04
54391.6,7.32,5.41,2.04
54401.6,7.32,5.41,2.04
54411.6,7.32,5.41,2.04
54421.6,7.32,5.41,2.04
54431.7,7.32,5.41,2.04
54441.7,7.32,5.41,2.04
54451.7,7.32,5.41,2.04
54461.7,7.32,5.41,2.04
54471.7,7.32,5.41,2.04
54481.8,7.33,5.41,2.04
54491.8,7.33,5.41,2.04
54501.8,7.33,5.41,2.04
54511.8,7.33,5.41,2.04
54521.9,7.33,5.41,2.04
54531.9,7.33,5.41,2.04
54541.9,7.33,5.41,2.04
54551.9,7.33,5.41,2.04
54561.9,7.33,5.41,2.04
54572.0,7.33,5.41,2.04
54582.0,7.33,5.41,2.04
54592.0,7.34,5.41,2.04
54602.0,7.34,5.41,2.04
54612.1,7.34,5.41,2.04
54622.1,7.34,5.41,2.04
54632.1,7.34,5.41,2.04
54642.1,7.34,5.41,2.04
54652.1,7.34,5.41,2.04
54662.2,7.34,5.41,2.04
54672.2,7.34,5.41,2.04
54682.2,7.34,5.41,2.04
54692.2,7.34,5.41,2.04
54702.3,7.35,5.41,2.04
54712.3,7.35,5.41,2.04
54722.3,7.35,5.41,2.04
54732.3,7.35,5.41,2.04
54742.3,7.35,5.41,2.04
54752.4,7.35,5.41,2.04
54762.4,7.35,5.41,2.04
54772.4,7.35,5.41,2.04
54782.4,7.35,5.41,2.04
54792.5,7.35,5.41,2.04
54802.5,7.35,5.41,2.04
54812.5,7.36,5.41,2.04
54822.5,7.36,5.41,2.04
54832.6,7.36,5.41,2.04
54842.6,7.36,5.41,2.04
54852.6,7.36,5.41,2.04
54862.6,7.36,5.41,2.04
54872.6,7.36,5.41,2.04
54882.7,7.36,5.41,2.04
54892.7,7.36,5.41,2.04
54902.7,7.36,5.41,2.04
54912.7,7.37,5.41,2.04
54922.8,7.37,5.41,2.04
54932.8,7.37,5.41,2.04
54942.8,7.37,5.41,2.04
54952.8,7.37,5.41,2.04
54962.8,7.37,5.41,2.04
54972.9,7.37,5.41,2.04
54982.9,7.37,5.41,2.04
54992.9,7.37,5.41,2.04
55002.9,7.37,5.41,2.04
55013.0,7.37,5.41,2.04
55023.0,7.38,5.41,2.04
55033.0,7.38,5.41,2.04
55043.0,7.38,5.41,2.04
55053.0,7.38,5.41,2.04
55063.1,7.38,5.41,2.04
55073.1,7.38,5.41,2.04
55083.1,7.38,5.41,2.04
55093.1,7.38,5.41,2.04
55103.2,7.38,5.41,2.04
55113.2,7.38,5.41,2.04
55123.2,7.38,5.41,2.04
55133.2,7.39,5.41,2.04
55143.2,7.39,5.41,2.04
55153.3,7.39,5.41,2.04
55163.3,7.39,5.41,2.04
55173.3,7.39,5.41,2.04
55183.3,7.39,5.41,2.04
55193.4,7.39,5.41,2.04
55203.4,7.39,5.41,2.04
55213.4,7.39,5.41,2.04
55223.4,7.39,5.41,2.04
55233.4,7.39,5.41,2.04
55243.5,7.4,5.41,2.04
55253.5,7.4,5.41,2.04
55263.5,7.4,5.41,2.04
55273.5,7.4,5.41,2.04
55283.6,7.4,5.41,2.04
55293.6,7.4,5.41,2.04
55303.6,7.4,5.41,2.04
55313.6,7.4,5.41,2.04
55323.6,7.4,5.41,2.04
55333.7,7.4,5.41,2.04
55343.7,7.4,5.41,2.04
55353.7,7.41,5.41,2.04
55363.7,7.41,5.41,2.04
55373.8,7.41,5.41,2.04
55383.8,7.41,5.41,2.04
55393.8,7.41,5.41,2.04
55403.8,7.41,5.41,2.04
55413.8,7.41,5.41,2.04
55423.9,7.41,5.41,2.04
55433.9,7.41,5.41,2.04
55443.9,7.41,5.41,2.04
55453.9,7.41,5.41,2.04
55464.0,7.42,5.41,2.04
55474.0,7.42,5.41,2.04
55484.0,7.42,5.41,2.04
55494.0,7.42,5.41,2.04
55504.1,7.42,5.41,2.04
55514.1,7.42,5.41,2.04
55524.1,7.42,5.41,2.04
55534.1,7.42,5.41,2.04
55544.1,7.42,5.41,2.04
55554.2,7.42,5.41,2.04
55564.2,7.43,5.41,2.04
55574.2,7.43,5.41,2.04
55584.2,7.43,5.41,2.04
55594.3,7.43,5.41,2.04
55604.3,7.43,5.41,2.04
55614.3,7.43,5.41,2.04
55624.3,7.43,5.41,2.04
55634.3,7.43,5.41,2.04
55644.4,7.43,5.41,2.04
55654.4,7.43,5.41,2.04
55664.4,7.43,5.41,2.04
55674.4,7.44,5.41,2.04
55684.5,7.44,5.41,2.04
55694.5,7.44,5.41,2.04
55704.5,7.44,5.41,2.04
55714.5,7.44,5.41,2.04
55724.5,7.44,5.41,2.04
55734.6,7.44,5.41,2.04
55744.6,7.44,5.41,2.04
55754.6,7.44,5.41,2.04
55764.6,7.44,5.41,2.04
55774.7,7.44,5.41,2.04
55784.7,7.45,5.41,2.04
55794.7,7.45,5.41,2.04
55804.7,7.45,5.41,2.04
55814.7,7.45,5.41,2.04
55824.8,7.45,5.41,2.04
55834.8,7.45,5.41,2.04
55844.8,7.45,5.41,2.04
55854.8,7.45,5.41,2.04
55864.9,7.45,5.41,2.04
55874.9,7.45,5.41,2.04
55884.9,7.45,5.41,2.04
55894.9,7.46,5.41,2.04
55904.9,7.46,5.41,2.04
55915.0,7.46,5.41,2.04
55925.0,7.46,5.41,2.04
55935.0,7.46,5.41,2.04
55945.0,7.46,5.41,2.04
55955.1,7.46,5.41,2.04
55965.1,7.46,5.41,2.04
55975.1,7.46,5.41,2.04
55985.1,7.46,5.41,2.04
55995.1,7.46,5.41,2.04
56005.2,7.47,5.41,2.04
56015.2,7.47,5.41,2.04
56025.2,7.47,5.41,2.04
56035.2,7.47,5.41,2.04
56045.3,7.47,5.41,2.04
56055.3,7.47,5.41,2.04
56065.3,7.47,5.41,2.04
56075.3,7.47,5.41,2.04
56085.4,7.47,5.41,2.04
56095.4,7.47,5.41,2.04
56105.4,7.47,5.41,2.04
56115.4,7.48,5.41,2.04
56125.4,7.48,5.41,2.04
56135.5,7.48,5.41,2.04
56145.5,7.48,5.41,2.04
56155.5,7.48,5.41,2.04
56165.5,7.48,5.41,2.04
56175.6,7.48,5.41,2.04
56185.6,7.48,5.41,2.04
56195.6,7.48,5.41,2.04
56205.6,7.48,5.41,2.04
56215.6,7.49,5.41,2.04
56225.7,7.49,5.41,2.04
56235.7,7.49,5.41,2.04
56245.7,7.49,5.41,2.04
56255.7,7.49,5.41,2.04
56265.8,7.49,5.41,2.04
56275.8,7.49,5.41,2.04
56285.8,7.49,5.41,2.04
56295.8,7.49,5.41,2.04
56305.8,7.49,5.41,2.04
56315.9,7.49,5.41,2.04
56325.9,7.5,5.41,2.04
56335.9,7.5,5.41,2.04
56345.9,7.5,5.41,2.04
56356.0,7.5,5.41,2.04
56366.0,7.5,5.41,2.04
56376.0,7.5,5.41,2.04
56386.0,7.5,5.41,2.04
56396.0,7.5,5.41,2.04
56406.1,7.5,5.41,2.04
56416.1,7.5,5.41,2.04
56426.1,7.5,5.41,2.04
56436.1,7.51,5.41,2.04
56446.2,7.51,5.41,2.04
56456.2,7.51,5.41,2.04
56466.2,7.51,5.41,2.04
56476.2,7.51,5.41,2.04
56486.2,7.51,5.41,2.04
56496.3,7.51,5.41,2.04
56506.3,7.51,5.41,2.04
56516.3,7.51,5.41,2.04
56526.3,7.51,5.41,2.04
56536.4,7.51,5.41,2.04
56546.4,7.52,5.41,2.04
56556.4,7.52,5.41,2.04
56566.4,7.52,5.41,2.04
56576.4,7.52,5.41,2.04
56586.5,7.52,5.41,2.04
56596.5,7.52,5.41,2.04
56606.5,7.52,5.41,2.04
56616.5,7.52,5.41,2.04
56626.6,7.52,5.41,2.04
56636.6,7.52,5.41,2.04
56646.6,7.52,5.41,2.04
56656.6,7.53,5.41,2.04
56666.6,7.53,5.41,2.04
56676.7,7.53,5.41,2.04
56686.7,7.53,5.41,2.04
56696.7,7.53,5.41,2.04
56706.7,7.53,5.41,2.04
56716.8,7.53,5.41,2.04
56726.8,7.53,5.41,2.04
56736.8,7.53,5.41,2.04
56746.8,7.53,5.41,2.04
56756.9,7.54,5.41,2.04
56766.9,7.54,5.41,2.04
56776.9,7.54,5.41,2.04
56786.9,7.54,5.41,2.04
56796.9,7.54,5.41,2.04
56807.0,7.54,5.41,2.04
56817.0,7.54,5.41,2.04
56827.0,7.54,5.41,2.04
56837.0,7.54,5.41,2.04
56847.1,7.54,5.41,2.04
56857.1,7.54,5.41,2.04
56867.1,7.55,5.41,2.04
56877.1,7.55,5.41,2.04
56887.1,7.55,5.41,2.04
56897.2,7.55,5.41,2.04
56907.2,7.55,5.41,2.04
56917.2,7.55,5.41,2.04
56927.2,7.55,5.41,2.04
56937.3,7.55,5.41,2.04
56947.3,7.55,5.41,2.04
56957.3,7.55,5.41,2.04
56967.3,7.55,5.41,2.04
56977.3,7.56,5.41,2.04
56987.4,7.56,5.41,2.04
56997.4,7.56,5.41,2.04
57007.4,7.56,5.41,2.04
57017.4,7.56,5.41,2.04
57027.5,7.56,5.41,2.04
57037.5,7.56,5.41,2.04
57047.5,7.56,5.41,2.04
57057.5,7.56,5.41,2.04
57067.5,7.56,5.41,2.04
57077.6,7.56,5.41,2.04
57087.6,7.57,5.41,2.04
57097.6,7.57,5.41,2.04
57107.6,7.57,5.41,2.04
57117.7,7.57,5.41,2.04
57127.7,7.57,5.41,2.04
57137.7,7.57,5.41,2.04
57147.7,7.57,5.41,2.04
57157.7,7.57,5.41,2.04
57167.8,7.57,5.41,2.04
57177.8,7.57,5.41,2.04
57187.8,7.57,5.41,2.04
57197.8,7.58,5.41,2.04
57207.9,7.58,5.41,2.04
57217.9,7.58,5.41,2.04
57227.9,7.58,5.41,2.04
57237.9,7.58,5.41,2.04
57247.9,7.58,5.41,2.04
57258.0,7.58,5.41,2.04
57268.0,7.58,5.41,2.04
57278.0,7.58,5.41,2.04
57288.0,7.58,5.41,2.04
57298.1,7.58,5.41,2.04
57308.1,7.59,5.41,2.04
57318.1,7.59,5.41,2.04
57328.1,7.59,5.41,2.04
57338.2,7.59,5.41,2.04
57348.2,7.59,5.41,2.04
57358.2,7.59,5.41,2.04
57368.2,7.59,5.41,2.04
57378.2,7.59,5.41,2.04
57388.3,7.59,5.41,2.04
57398.3,7.59,5.41,2.04
57408.3,7.6,5.41,2.04
57418.3,7.6,5.41,2.04
57428.4,7.6,5.41,2.04
57438.4,7.6,5.41,2.04
57448.4,7.6,5.41,2.04
57458.4,7.6,5.41,2.04
57468.4,7.6,5.41,2.04
57478.5,7.6,5.41,2.04
57488.5,7.6,5.41,2.04
57498.5,7.6,5.41,2.04
57508.5,7.6,5.41,2.04
57518.6,7.61,5.41,2.04
57528.6,7.61,5.41,2.04
57538.6,7.61,5.41,2.04
57548.6,7.61,5.41,2.04
57558.6,7.61,5.41,2.04
57568.7,7.61,5.41,2.04
57578.7,7.61,5.41,2.04
57588.7,7.61,5.41,2.04
57598.7,7.61,5.41,2.04
57608.8,7.61,5.41,2.04
57618.8,7.61,5.41,2.04
57628.8,7.62,5.41,2.04
57638.8,7.62,5.41,2.04
57648.8,7.62,5.41,2.04
57658.9,7.62,5.41,2.04
57668.9,7.62,5.41,2.04
57678.9,7.62,5.41,2.04
57688.9,7.62,5.41,2.04
57699.0,7.62,5.41,2.04
57709.0,7.62,5.41,2.04
57719.0,7.62,5.41,2.04
57729.0,7.62,5.41,2.04
57739.0,7.63,5.41,2.04
57749.1,7.63,5.41,2.04
57759.1,7.63,5.41,2.04
57769.1,7.63,5.41,2.04
57779.1,7.63,5.41,2.04
57789.2,7.63,5.41,2.04
57799.2,7.63,5.41,2.04
57809.2,7.63,5.41,2.04
57819.2,7.63,5.41,2.04
57829.2,7.63,5.41,2.04
57839.3,7.63,5.41,2.04
57849.3,7.64,5.41,2.04
57859.3,7.64,5.41,2.04
57869.3,7.64,5.41,2.04
57879.4,7.64,5.41,2.04
57889.4,7.64,5.41,2.04
57899.4,7.64,5.41,2.04
57909.4,7.64,5.41,2.04
57919.4,7.64,5.41,2.04
57929.5,7.64,5.41,2.04
57939.5,7.64,5.41,2.04
57949.5,7.64,5.41,2.04
57959.5,7.65,5.41,2.04
57969.6,7.65,5.41,2.04
57979.6,7.65,5.41,2.04
57989.6,7.65,5.41,2.04
57999.6,7.65,5.41,2.04
58009.7,7.65,5.41,2.04
58019.7,7.65,5.41,2.04
58029.7,7.65,5.41,2.04
58039.7,7.65,5.41,2.04
58049.7,7.65,5.41,2.04
58059.8,7.66,5.41,2.04
58069.8,7.66,5.41,2.04
58079.8,7.66,5.41,2.04
58089.8,7.66,5.41,2.04
58099.9,7.66,5.41,2.04
58109.9,7.66,5.41,2.04
58119.9,7.66,5.41,2.04
58129.9,7.66,5.41,2.04
58139.9,7.66,5.41,2.04
58150.0,7.66,5.41,2.04
58160.0,7.66,5.41,2.04
58170.0,7.67,5.41,2.04
58180.0,7.67,5.41,2.04
58190.1,7.67,5.41,2.04
58200.1,7.67,5.41,2.04
58210.1,7.67,5.41,2.04
58220.1,7.67,5.41,2.04
58230.1,7.67,5.41,2.04
58240.2,7.67,5.41,2.04
58250.2,7.67,5.41,2.04
58260.2,7.67,5.41,2.04
58270.2,7.67,5.41,2.04
58280.3,7.68,5.41,2.04
58290.3,7.68,5.41,2.04
58300.3,7.68,5.41,2.04
58310.3,7.68,5.41,2.04
58320.3,7.68,5.41,2.04
58330.4,7.68,5.41,2.04
58340.4,7.68,5.41,2.04
58350.4,7.68,5.41,2.04
58360.4,7.68,5.41,2.04
58370.5,7.68,5.41,2.04
58380.5,7.68,5.41,2.04
58390.5,7.69,5.41,2.04
58400.5,7.69,5.41,2.04
58410.5,7.69,5.41,2.04
58420.6,7.69,5.41,2.04
58430.6,7.69,5.41,2.04
58440.6,7.69,5.41,2.04
58450.6,7.69,5.41,2.04
58460.7,7.69,5.41,2.04
58470.7,7.69,5.41,2.04
58480.7,7.69,5.41,2.04
58490.7,7.69,5.41,2.04
58500.7,7.7,5.41,2.04
58510.8,7.7,5.41,2.04
58520.8,7.7,5.41,2.04
58530.8,7.7,5.41,2.04
58540.8,7.7,5.41,2.04
58550.9,7.7,5.41,2.04
58560.9,7.7,5.41,2.04
58570.9,7.7,5.41,2.04
58580.9,7.7,5.41,2.04
58591.0,7.7,5.41,2.04
58601.0,7.7,5.41,2.04
58611.0,7.71,5.41,2.04
58621.0,7.71,5.41,2.04
58631.0,7.71,5.41,2.04
58641.1,7.71,5.41,2.04
58651.1,7.71,5.41,2.04
58661.1,7.71,5.41,2.04
58671.1,7.71,5.41,2.04
58681.2,7.71,5.41,2.04
58691.2,7.71,5.41,2.04
58701.2,7.71,5.41,2.04
58711.2,7.72,5.41,2.04
58721.2,7.72,5.41,2.04
58731.3,7.72,5.41,2.04
58741.3,7.72,5.41,2.04
58751.3,7.72,5.41,2.04
58761.3,7.72,5.41,2.04
58771.4,7.72,5.41,2.04
58781.4,7.72,5.41,2.04
58791.4,7.72,5.41,2.04
58801.4,7.72,5.41,2.04
58811.4,7.72,5.41,2.04
58821.5,7.73,5.41,2.04
58831.5,7.73,5.41,2.04
58841.5,7.73,5.41,2.04
58851.5,7.73,5.41,2.04
58861.6,7.73,5.41,2.04
58871.6,7.73,5.41,2.04
58881.6,7.73,5.41,2.04
58891.6,7.73,5.41,2.04
58901.6,7.73,5.41,2.04
58911.7,7.73,5.41,2.04
58921.7,7.73,5.41,2.04
58931.7,7.74,5.41,2.04
58941.7,7.74,5.41,2.04
58951.8,7.74,5.41,2.04
58961.8,7.74,5.41,2.04
58971.8,7.74,5.41,2.04
58981.8,7.74,5.41,2.04
58991.8,7.74,5.41,2.04
59001.9,7.74,5.41,2.04
59011.9,7.74,5.41,2.04
59021.9,7.74,5.41,2.04
59031.9,7.74,5.41,2.04
59042.0,7.75,5.41,2.04
59052.0,7.75,5.41,2.04
59062.0,7.75,5.41,2.04
59072.0,7.75,5.41,2.04
59082.0,7.75,5.41,2.04
59092.1,7.75,5.41,2.04
59102.1,7.75,5.41,2.04
59112.1,7.75,5.41,2.04
59122.1,7.75,5.41,2.04
59132.2,7.75,5.41,2.04
59142.2,7.75,5.41,2.04
59152.2,7.76,5.41,2.04
59162.2,7.76,5.41,2.04
59172.2,7.76,5.41,2.04
59182.3,7.76,5.41,2.04
59192.3,7.76,5.41,2.04
59202.3,7.76,5.41,2.04
59212.3,7.76,5.41,2.04
59222.4,7.76,5.41,2.04
59232.4,7.76,5.41,2.04
59242.4,7.76,5.41,2.04
59252.4,7.76,5.41,2.04
59262.5,7.77,5.41,2.04
59272.5,7.77,5.41,2.04
59282.5,7.77,5.41,2.04
59292.5,7.77,5.41,2.04
59302.5,7.77,5.41,2.04
59312.6,7.77,5.41,2.04
59322.6,7.77,5.41,2.04
59332.6,7.77,5.41,2.04
59342.6,7.77,5.41,2.04
59352.7,7.77,5.41,2.04
59362.7,7.78,5.41,2.04
59372.7,7.78,5.41,2.04
59382.7,7.78,5.41,2.04
59392.7,7.78,5.41,2.04
59402.8,7.78,5.41,2.04
59412.8,7.78,5.41,2.04
59422.8,7.78,5.41,2.04
59432.8,7.78,5.41,2.04
59442.9,7.78,5.41,2.04
59452.9,7.78,5.41,2.04
59462.9,7.78,5.41,2.04
59472.9,7.79,5.41,2.04
59482.9,7.79,5.41,2.04
59493.0,7.79,5.41,2.04
59503.0,7.79,5.41,2.04
59513.0,7.79,5.41,2.04
59523.0,7.79,5.41,2.04
59533.1,7.79,5.41,2.04
59543.1,7.79,5.41,2.04
59553.1,7.79,5.41,2.04
59563.1,7.79,5.41,2.04
59573.1,7.79,5.41,2.04
59583.2,7.8,5.41,2.04
59593.2,7.8,5.41,2.04
59603.2,7.8,5.41,2.04
59613.2,7.8,5.41,2.04
59623.3,7.8,5.41,2.04
59633.3,7.8,5.41,2.04
59643.3,7.8,5.41,2.04
59653.3,7.8,5.41,2.04
59663.3,7.8,5.41,2.04
59673.4,7.8,5.41,2.04
59683.4,7.8,5.41,2.04
59693.4,7.81,5.41,2.04
59703.4,7.81,5.41,2.04
59713.5,7.81,5.41,2.04
59723.5,7.81,5.41,2.04
59733.5,7.81,5.41,2.04
59743.5,7.81,5.41,2.04
59753.5,7.81,5.41,2.04
59763.6,7.81,5.41,2.04
59773.6,7.81,5.41,2.04
59783.6,7.81,5.41,2.04
59793.6,7.81,5.41,2.04
59803.7,7.82,5.41,2.04
59813.7,7.82,5.41,2.04
59823.7,7.82,5.41,2.04
59833.7,7.82,5.41,2.04
59843.8,7.82,5.41,2.04
59853.8,7.82,5.41,2.04
59863.8,7.82,5.41,2.04
59873.8,7.82,5.41,2.04
59883.8,7.82,5.41,2.04
59893.9,7.82,5.41,2.04
59903.9,7.83,5.41,2.04
59913.9,7.83,5.41,2.04
59923.9,7.83,5.41,2.04
59934.0,7.83,5.41,2.04
59944.0,7.83,5.41,2.04
59954.0,7.83,5.41,2.04
59964.0,7.83,5.41,2.04
59974.0,7.83,5.41,2.04
59984.1,7.83,5.41,2.04
59994.1,7.83,5.41,2.04
60004.1,7.83,5.41,2.04
60014.1,7.84,5.41,2.04
60024.2,7.84,5.41,2.04
60034.2,7.84,5.41,2.04
60044.2,7.84,5.41,2.04
60054.2,7.84,5.41,2.04
60064.2,7.84,5.41,2.04
60074.3,7.84,5.41,2.04
60084.3,7.84,5.41,2.04
60094.3,7.84,5.41,2.04
60104.3,7.84,5.41,2.04
60114.4,7.84,5.41,2.04
60124.4,7.85,5.41,2.04
60134.4,7.85,5.41,2.04
60144.4,7.85,5.41,2.04
60154.4,7.85,5.41,2.04
60164.5,7.85,5.41,2.04
60174.5,7.85,5.41,2.04
60184.5,7.85,5.41,2.04
60194.5,7.85,5.41,2.04
60204.6,7.85,5.41,2.04
60214.6,7.85,5.41,2.04
60224.6,7.85,5.41,2.04
60234.6,7.86,5.41,2.04
60244.6,7.86,5.41,2.04
60254.7,7.86,5.41,2.04
60264.7,7.86,5.41,2.04
60274.7,7.86,5.41,2.04
60284.7,7.86,5.41,2.04
60294.8,7.86,5.41,2.04
60304.8,7.86,5.41,2.04
60314.8,7.86,5.41,2.04
60324.8,7.86,5.41,2.04
60334.8,7.86,5.41,2.04
60344.9,7.87,5.41,2.04
60354.9,7.87,5.41,2.04
60364.9,7.87,5.41,2.04
60374.9,7.87,5.41,2.04
60385.0,7.87,5.41,2.04
60395.0,7.87,5.41,2.04
60405.0,7.87,5.41,2.04
60415.0,7.87,5.41,2.04
60425.0,7.87,5.41,2.04
60435.1,7.87,5.41,2.04
60445.1,7.87,5.41,2.04
60455.1,7.88,5.41,2.04
60465.1,7.88,5.41,2.04
60475.2,7.88,5.41,2.04
60485.2,7.88,5.41,2.04
60495.2,7.88,5.41,2.04
60505.2,7.88,5.41,2.04
60515.3,7.88,5.41,2.04
60525.3,7.88,5.41,2.04
60535.3,7.88,5.41,2.04
60545.3,7.88,5.41,2.04
60555.3,7.89,5.41,2.04
60565.4,7.89,5.41,2.04
60575.4,7.89,5.41,2.04
60585.4,7.89,5.41,2.04
60595.4,7.89,5.41,2.04
60605.5,7.89,5.41,2.04
60615.5,7.89,5.41,2.04
60625.5,7.89,5.41,2.04
60635.5,7.89,5.41,2.04
60645.5,7.89,5.41,2.04
60655.6,7.89,5.41,2.04
60665.6,7.9,5.41,2.04
60675.6,7.9,5.41,2.04
60685.6,7.9,5.41,2.04
60695.7,7.9,5.41,2.04
60705.7,7.9,5.41,2.04
60715.7,7.9,5.41,2.04
60725.7,7.9,5.41,2.04
60735.7,7.9,5.41,2.04
60745.8,7.9,5.41,2.04
60755.8,7.9,5.41,2.04
60765.8,7.9,5.41,2.04
60775.8,7.91,5.41,2.04
60785.9,7.91,5.41,2.04
60795.9,7.91,5.41,2.04
60805.9,7.91,5.41,2.04
60815.9,7.91,5.41,2.04
60825.9,7.91,5.41,2.04
60836.0,7.91,5.41,2.04
60846.0,7.91,5.41,2.04
60856.0,7.91,5.41,2.04
60866.0,7.91,5.41,2.04
60876.1,7.91,5.41,2.04
60886.1,7.92,5.41,2.04
60896.1,7.92,5.41,2.04
60906.1,7.92,5.41,2.04
60916.1,7.92,5.41,2.04
60926.2,7.92,5.41,2.04
60936.2,7.92,5.41,2.04
60946.2,7.92,5.41,2.04
60956.2,7.92,5.41,2.04
60966.3,7.92,5.41,2.04
60976.3,7.92,5.41,2.04
60986.3,7.92,5.41,2.04
60996.3,7.93,5.41,2.04
61006.3,7.93,5.41,2.04
61016.4,7.93,5.41,2.04
61026.4,7.93,5.41,2.04
61036.4,7.93,5.41,2.04
61046.4,7.93,5.41,2.04
61056.5,7.93,5.41,2.04
61066.5,7.93,5.41,2.04
61076.5,7.93,5.41,2.04
61086.5,7.93,5.41,2.04
61096.6,7.93,5.41,2.04
61106.6,7.94,5.41,2.04
61116.6,7.94,5.41,2.04
61126.6,7.94,5.41,2.04
61136.6,7.94,5.41,2.04
61146.7,7.94,5.41,2.04
61156.7,7.94,5.41,2.04
61166.7,7.94,5.41,2.04
61176.7,7.94,5.41,2.04
61186.8,7.94,5.41,2.04
61196.8,7.94,5.41,2.04
61206.8,7.95,5.41,2.04
61216.8,7.95,5.41,2.04
61226.8,7.95,5.41,2.04
61236.9,7.95,5.41,2.04
61246.9,7.95,5.41,2.04
61256.9,7.95,5.41,2.04
61266.9,7.95,5.41,2.04
61277.0,7.95,5.41,2.04
61287.0,7.95,5.41,2.04
61297.0,7.95,5.41,2.04
61307.0,7.95,5.41,2.04
61317.0,7.96,5.41,2.04
61327.1,7.96,5.41,2.04
61337.1,7.96,5.41,2.04
61347.1,7.96,5.41,2.04
61357.1,7.96,5.41,2.04
61367.2,7.96,5.41,2.04
61377.2,7.96,5.41,2.04
61387.2,7.96,5.41,2.04
61397.2,7.96,5.41,2.04
61407.2,7.96,5.41,2.04
61417.3,7.96,5.41,2.04
61427.3,7.97,5.41,2.04
61437.3,7.97,5.41,2.04
61447.3,7.97,5.41,2.04
61457.4,7.97,5.41,2.04
61467.4,7.97,5.41,2.04
61477.4,7.97,5.41,2.04
61487.4,7.97,5.41,2.04
61497.4,7.97,5.41,2.04
61507.5,7.97,5.41,2.04
61517.5,7.97,5.41,2.04
61527.5,7.97,5.41,2.04
61537.5,7.98,5.41,2.04
61547.6,7.98,5.41,2.04
61557.6,7.98,5.41,2.04
61567.6,7.98,5.41,2.04
61577.6,7.98,5.41,2.04
61587.6,7.98,5.41,2.04
61597.7,7.98,5.41,2.04
61607.7,7.98,5.41,2.04
61617.7,7.98,5.41,2.04
61627.7,7.98,5.41,2.04
61637.8,7.98,5.41,2.04
61647.8,7.99,5.41,2.04
61657.8,7.99,5.41,2.04
