time_s,cumulative_co2_engine1_t,cumulative_co2_engine2_t,cumulative_co2_engine3_t
7556.89,3.52,3.21,1.2
7566.91,3.52,3.21,1.2
7576.93,3.53,3.22,1.2
7586.96,3.53,3.22,1.2
7596.98,3.54,3.23,1.2
7607.0,3.54,3.23,1.21
7617.02,3.55,3.24,1.21
7627.05,3.55,3.24,1.21
7637.07,3.56,3.25,1.21
7647.09,3.56,3.25,1.21
7657.11,3.57,3.26,1.21
7667.14,3.57,3.26,1.22
7677.16,3.58,3.27,1.22
7687.18,3.58,3.27,1.22
7697.2,3.59,3.28,1.22
7707.23,3.59,3.28,1.22
7717.25,3.6,3.29,1.23
7727.27,3.6,3.29,1.23
7737.29,3.61,3.3,1.23
7747.32,3.61,3.3,1.23
7757.34,3.62,3.31,1.23
7767.36,3.62,3.31,1.24
7777.38,3.63,3.32,1.24
7787.4,3.63,3.32,1.24
7797.43,3.64,3.33,1.24
7807.45,3.64,3.33,1.24
7817.47,3.65,3.34,1.25
7827.49,3.65,3.34,1.25
7837.52,3.66,3.35,1.25
7847.54,3.66,3.35,1.25
7857.56,3.67,3.36,1.25
7867.58,3.67,3.36,1.26
7877.61,3.68,3.37,1.26
7887.63,3.68,3.37,1.26
7897.65,3.69,3.38,1.26
7907.67,3.69,3.38,1.26
7917.7,3.7,3.39,1.26
7927.72,3.71,3.39,1.27
7937.74,3.71,3.4,1.27
7947.76,3.72,3.4,1.27
7957.79,3.72,3.41,1.27
7967.81,3.73,3.41,1.27
7977.83,3.73,3.42,1.28
7987.85,3.74,3.42,1.28
7997.88,3.74,3.43,1.28
8007.9,3.75,3.43,1.28
8017.92,3.75,3.44,1.28
8027.94,3.76,3.44,1.29
8037.96,3.76,3.45,1.29
8047.99,3.77,3.46,1.29
8058.01,3.77,3.46,1.29
8068.03,3.78,3.47,1.29
8078.05,3.78,3.47,1.3
8088.08,3.79,3.48,1.3
