time_s,fuel_power_engine1_kw,fuel_power_engine2_kw,fuel_power_engine3_kw,battery_power_kw,electric_load_kw,propeller_power_kw
1563.49,7110.0,7110.0,2680.0,0.73,100.0,3180.0
1573.52,7110.0,7110.0,2680.0,0.73,100.0,3180.0
1583.54,7110.0,7110.0,2680.0,0.73,100.0,3180.0
1593.56,7110.0,7110.0,2680.0,0.73,100.0,3180.0
1603.58,7110.0,7110.0,2680.0,0.73,100.0,3170.0
1613.61,7110.0,7110.0,2680.0,0.73,100.0,3170.0
1623.63,7110.0,7110.0,2680.0,0.73,100.0,3170.0
1633.65,7110.0,7110.0,2680.0,0.73,100.0,3170.0
1643.67,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1653.7,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1663.72,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1673.74,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1683.76,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1693.79,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1703.81,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1713.83,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1723.85,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1733.88,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1743.9,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1753.92,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1763.94,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1773.96,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1783.99,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1794.01,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1804.03,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1814.05,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1824.08,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1834.1,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1844.12,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1854.14,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1864.17,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1874.19,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1884.21,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1894.23,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1904.26,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1914.28,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1924.3,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1934.32,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1944.35,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1954.37,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1964.39,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1974.41,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1984.44,7110.0,7110.0,2680.0,0.73,100.0,3160.0
1994.46,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2004.48,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2014.5,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2024.52,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2034.55,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2044.57,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2054.59,7110.0,7110.0,2680.0,0.73,100.0,3180.0
2064.61,7110.0,7110.0,2680.0,0.73,100.0,3120.0
2074.64,7110.0,7110.0,2680.0,0.73,100.0,3070.0
2084.66,7110.0,7110.0,2680.0,0.73,100.0,3080.0
2094.68,7110.0,7110.0,2680.0,0.73,100.0,3090.0
2104.7,7110.0,7110.0,2680.0,0.73,100.0,3100.0
2114.73,7110.0,7110.0,2680.0,0.73,100.0,3110.0
2124.75,7110.0,7110.0,2680.0,0.73,100.0,3110.0
2134.77,7110.0,7110.0,2680.0,0.73,100.0,3120.0
2144.79,7110.0,7110.0,2680.0,0.73,100.0,3120.0
2154.82,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2164.84,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2174.86,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2184.88,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2194.91,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2204.93,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2214.95,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2224.97,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2235.0,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2245.02,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2255.04,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2265.06,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2275.08,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2285.11,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2295.13,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2305.15,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2315.17,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2325.2,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2335.22,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2345.24,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2355.26,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2365.29,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2375.31,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2385.33,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2395.35,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2405.38,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2415.4,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2425.42,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2435.44,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2445.47,7110.0,7110.0,2680.0,0.73,100.0,3130.0
