time_s,cumulative_fuel_engine1_t,cumulative_fuel_engine2_t,cumulative_fuel_engine3_t
5863.1,0.844,0.749,0.278
5873.13,0.846,0.75,0.279
5883.15,0.847,0.752,0.279
5893.17,0.849,0.753,0.28
5903.19,0.851,0.755,0.281
5913.22,0.852,0.757,0.281
5923.24,0.854,0.758,0.282
5933.26,0.855,0.76,0.283
5943.28,0.857,0.762,0.283
5953.31,0.859,0.763,0.284
5963.33,0.86,0.765,0.284
5973.35,0.862,0.766,0.285
5983.37,0.863,0.768,0.286
5993.4,0.865,0.77,0.286
6003.42,0.867,0.771,0.287
6013.44,0.868,0.773,0.287
6023.46,0.87,0.774,0.288
6033.48,0.872,0.776,0.289
6043.51,0.873,0.778,0.289
6053.53,0.875,0.779,0.29
6063.55,0.876,0.781,0.29
6073.57,0.878,0.783,0.291
6083.6,0.88,0.784,0.292
6093.62,0.881,0.786,0.292
6103.64,0.883,0.787,0.293
6113.66,0.885,0.789,0.293
6123.69,0.886,0.791,0.294
6133.71,0.888,0.792,0.295
6143.73,0.889,0.794,0.295
6153.75,0.891,0.795,0.296
6163.78,0.893,0.797,0.297
6173.8,0.894,0.799,0.297
6183.82,0.896,0.8,0.298
6193.84,0.897,0.802,0.298
6203.87,0.899,0.804,0.299
6213.89,0.901,0.805,0.3
6223.91,0.902,0.807,0.3
6233.93,0.904,0.808,0.301
6243.96,0.906,0.81,0.301
6253.98,0.907,0.812,0.302
6264.0,0.909,0.813,0.303
6274.02,0.91,0.815,0.303
6284.04,0.912,0.817,0.304
6294.07,0.914,0.818,0.304
6304.09,0.915,0.82,0.305
6314.11,0.917,0.821,0.306
6324.13,0.919,0.823,0.306
6334.16,0.92,0.825,0.307
6344.18,0.922,0.826,0.308
6354.2,0.923,0.828,0.308
6364.22,0.925,0.829,0.309
6374.25,0.927,0.831,0.309
6384.27,0.928,0.833,0.31
6394.29,0.93,0.834,0.311
6404.31,0.931,0.836,0.311
6414.34,0.933,0.838,0.312
6424.36,0.935,0.839,0.312
6434.38,0.936,0.841,0.313
6444.4,0.938,0.842,0.314
6454.43,0.94,0.844,0.314
6464.45,0.941,0.846,0.315
6474.47,0.943,0.847,0.315
6484.49,0.944,0.849,0.316
6494.52,0.946,0.851,0.317
6504.54,0.948,0.852,0.317
6514.56,0.949,0.854,0.318
6524.58,0.951,0.855,0.318
6534.6,0.953,0.857,0.319
6544.63,0.954,0.859,0.32
6554.65,0.956,0.86,0.32
6564.67,0.957,0.862,0.321
6574.69,0.959,0.863,0.322
6584.72,0.961,0.865,0.322
6594.74,0.962,0.867,0.323
6604.76,0.964,0.868,0.323
6614.78,0.965,0.87,0.324
6624.81,0.967,0.872,0.325
6634.83,0.969,0.873,0.325
6644.85,0.97,0.875,0.326
6654.87,0.972,0.876,0.326
6664.9,0.974,0.878,0.327
6674.92,0.975,0.88,0.328
6684.94,0.977,0.881,0.328
6694.96,0.978,0.883,0.329
6704.99,0.98,0.885,0.329
