time_s,cumulative_co2_engine1_t,cumulative_co2_engine2_t,cumulative_co2_engine3_t
5241.72,2.34,2.04,0.757
5251.74,2.35,2.05,0.759
5261.76,2.35,2.05,0.761
5271.78,2.36,2.06,0.763
5281.8,2.36,2.06,0.765
5291.83,2.37,2.07,0.767
5301.85,2.37,2.07,0.769
5311.87,2.38,2.08,0.771
5321.89,2.38,2.08,0.773
5331.92,2.39,2.09,0.775
5341.94,2.39,2.09,0.777
5351.96,2.4,2.1,0.779
5361.98,2.4,2.1,0.78
5372.01,2.41,2.11,0.782
5382.03,2.41,2.11,0.784
5392.05,2.42,2.12,0.786
5402.07,2.42,2.12,0.788
5412.1,2.43,2.13,0.79
5422.12,2.43,2.13,0.792
5432.14,2.44,2.14,0.794
5442.16,2.44,2.14,0.796
5452.19,2.45,2.15,0.798
5462.21,2.45,2.15,0.8
5472.23,2.46,2.16,0.802
5482.25,2.47,2.16,0.803
5492.28,2.47,2.17,0.805
5502.3,2.48,2.17,0.807
5512.32,2.48,2.18,0.809
5522.34,2.49,2.18,0.811
5532.36,2.49,2.19,0.813
5542.39,2.5,2.19,0.815
5552.41,2.5,2.2,0.817
5562.43,2.51,2.2,0.819
5572.45,2.51,2.21,0.821
5582.48,2.52,2.22,0.823
5592.5,2.52,2.22,0.825
5602.52,2.53,2.23,0.827
5612.54,2.53,2.23,0.828
5622.57,2.54,2.24,0.83
5632.59,2.54,2.24,0.832
5642.61,2.55,2.25,0.834
5652.63,2.55,2.25,0.836
5662.66,2.56,2.26,0.838
5672.68,2.56,2.26,0.84
5682.7,2.57,2.27,0.842
5692.72,2.57,2.27,0.844
5702.75,2.58,2.28,0.846
5712.77,2.58,2.28,0.848
5722.79,2.59,2.29,0.85
5732.81,2.59,2.29,0.852
5742.84,2.6,2.3,0.853
5752.86,2.6,2.3,0.855
5762.88,2.61,2.31,0.857
5772.9,2.61,2.31,0.859
5782.92,2.62,2.32,0.861
5792.95,2.62,2.32,0.863
5802.97,2.63,2.33,0.865
5812.99,2.63,2.33,0.867
5823.01,2.64,2.34,0.869
5833.04,2.64,2.34,0.871
5843.06,2.65,2.35,0.873
5853.08,2.65,2.35,0.875
5863.1,2.66,2.36,0.876
5873.13,2.66,2.36,0.878
5883.15,2.67,2.37,0.88
5893.17,2.67,2.37,0.882
5903.19,2.68,2.38,0.884
5913.22,2.68,2.38,0.886
5923.24,2.69,2.39,0.888
5933.26,2.69,2.39,0.89
5943.28,2.7,2.4,0.892
5953.31,2.7,2.4,0.894
5963.33,2.71,2.41,0.896
5973.35,2.71,2.41,0.898
5983.37,2.72,2.42,0.9
5993.4,2.73,2.42,0.901
6003.42,2.73,2.43,0.903
6013.44,2.74,2.43,0.905
6023.46,2.74,2.44,0.907
6033.48,2.75,2.44,0.909
6043.51,2.75,2.45,0.911
6053.53,2.76,2.45,0.913
6063.55,2.76,2.46,0.915
6073.57,2.77,2.47,0.917
6083.6,2.77,2.47,0.919
6093.62,2.78,2.48,0.921
6103.64,2.78,2.48,0.923
6113.66,2.79,2.49,0.924
6123.69,2.79,2.49,0.926
6133.71,2.8,2.5,0.928
6143.73,2.8,2.5,0.93
6153.75,2.81,2.51,0.932
6163.78,2.81,2.51,0.934
6173.8,2.82,2.52,0.936
6183.82,2.82,2.52,0.938
6193.84,2.83,2.53,0.94
6203.87,2.83,2.53,0.942
6213.89,2.84,2.54,0.944
6223.91,2.84,2.54,0.946
6233.93,2.85,2.55,0.948
6243.96,2.85,2.55,0.949
6253.98,2.86,2.56,0.951
6264.0,2.86,2.56,0.953
6274.02,2.87,2.57,0.955
6284.04,2.87,2.57,0.957
6294.07,2.88,2.58,0.959
6304.09,2.88,2.58,0.961
6314.11,2.89,2.59,0.963
6324.13,2.89,2.59,0.965
6334.16,2.9,2.6,0.967
6344.18,2.9,2.6,0.969
6354.2,2.91,2.61,0.971
6364.22,2.91,2.61,0.973
6374.25,2.92,2.62,0.974
6384.27,2.92,2.62,0.976
6394.29,2.93,2.63,0.978
6404.31,2.93,2.63,0.98
6414.34,2.94,2.64,0.982
6424.36,2.94,2.64,0.984
6434.38,2.95,2.65,0.986
6444.4,2.95,2.65,0.988
6454.43,2.96,2.66,0.99
6464.45,2.96,2.66,0.992
6474.47,2.97,2.67,0.994
6484.49,2.97,2.67,0.996
6494.52,2.98,2.68,0.997
6504.54,2.99,2.68,0.999
6514.56,2.99,2.69,1.0
6524.58,3.0,2.69,1.0
6534.6,3.0,2.7,1.01
6544.63,3.01,2.7,1.01
6554.65,3.01,2.71,1.01
6564.67,3.02,2.71,1.01
6574.69,3.02,2.72,1.01
6584.72,3.03,2.73,1.01
6594.74,3.03,2.73,1.02
6604.76,3.04,2.74,1.02
6614.78,3.04,2.74,1.02
6624.81,3.05,2.75,1.02
6634.83,3.05,2.75,1.02
6644.85,3.06,2.76,1.03
6654.87,3.06,2.76,1.03
6664.9,3.07,2.77,1.03
6674.92,3.07,2.77,1.03
6684.94,3.08,2.78,1.03
6694.96,3.08,2.78,1.04
6704.99,3.09,2.79,1.04
6715.01,3.09,2.79,1.04
6725.03,3.1,2.8,1.04
6735.05,3.1,2.8,1.04
